Program Health,PROGRAM CODE,PROGRAM NAME,has capstone,has co-op,has shadowing,has placement,has simulation,Full Address,Postal Code,Latitude,Longitude,"22F
# of Students Placed",Mode of Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Sprucewood Ave, Windsor, ON N9J 1X7   ",0,NA,NA,3,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Main Street West, Kingsville, ON  ",0,NA,NA,2,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,Dougall Ave  ,0,NA,NA,2,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Walker Rd, Windsor  ",0,NA,NA,2,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,Tecumseh Rd E  ,0,NA,NA,4,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Essex County Rd 22 Unit/, Belle River, ON N0R 1A0   ",0,NA,NA,1,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Dalhousie St #, Amherstburg, ON N9V 1W7   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Dougall Ave Uni, Windsor, ON N8X 5A7  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Front Rd. Lasalle, ON  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Main Street E., Kingsville, ON N9Y 1A2  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,0,0,  ,0,,NA,0,PAC
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Goyeau St, Windsor, ON N9A 1G5  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Deziel Dr Suite , Windsor, ON N8W 5K8   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Chilver Rd UnitWindsor, ON N8Y 2K2   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Lachance, Tecumseh, ON N8N 1L5   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Dougall Ave., Windsor   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Talbot St N, Essex, ON N8M 2C4  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Amy Croft Dr, Tecumseh, ON N8N 2L9   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,Amy Croft Dr.  ,0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Ouellette Ave., Windsor  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Lambert St. Amherstburg, Ontario N9A 0A9   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Provincial Rd., Windsor N8W 5W1   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Jackson Park Health Center, McDougall St Suite , Windsor, ON  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,Pelissier St. Suite Windsor  ,0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Manning Road, Suite , Tecumseh, ON  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Dougall Ave, Windsor, ON N9G 1X2; 1695 Manning Rd. Tecumseh N8N 2L9   ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Windsor Ave, Suite, Windsor ON  ",0,NA,NA,0,Placement
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,0,0,  ,0,,NA,0,PAC
Good,H912,Advanced Medical Esthetics Practitioner,0,0,0,1,1,"Malden Rd #4, Windsor (LaSalle), ON N9H 1S7   ",0,NA,NA,0,Placement
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,T993,Animation 2D/3D,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,Architectural Technnology,Architectural Technnology,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,Architectural Technnology,Architectural Technnology,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,Architectural Technology/Construction Project Management,Architectural Technnology,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,Architectural Technology/Construction Project Management,Architectural Technnology,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,Architectural Technology/Construction Project Management,Architectural Technnology,0,0,0,0,0,  ,0,,NA,0,PAC
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Average,Architectural Technology/Construction Project Management,Architectural Technology/Construction Project Management,0,0,0,0,0,  ,0,,NA,0,Coordinator Contacts
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,"Erie St E, Windsor, ON, Canada",N9A 3Y7,"42.3128744,-83.0227304",NA,2,Placement
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,"Creek St, Wallaceburg, ON N8A, Canada",N8A 4C4,"42.5962841,-82.3862102",NA,2,Placement
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,"Charlene Ln, Tecumseh, ON, Canada",N9K 1B1,"42.2934921,-82.8797089",NA,0,Placement
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,"California Ave, Windsor, ON, Canada",N9B 3Y6,"42.285048,-83.0506616",NA,4,Placement
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B935,Autism & Behavioural Science,0,0,0,0,0,"Prince Rd, Windsor, ON N9C, Canada",N9C 2Z5,"42.2883442,-83.0697138",NA,0,Placement
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B101,Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B228/K238/M228,OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B395,CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B395,CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B395,CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B395,CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B395,CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B802/M802 ,HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B802/M802 ,HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B802/M802 ,HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B802/M802 ,HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,0,0,0,0,0,  ,0,,NA,0,PAC
Low Admission,B802/M802 ,HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,0,0,0,0,0,  ,0,,NA,0,PAC
